iter,strategy,num queries,domain size,leaf size,range size,distribution,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,total time
0,lazy,1000000,1000000,10000,10000,normal,6756,148,11,2482923,2482547,237,99,90,0.099696,0.000044,0.000053,0.000224,0.242004,0.100017,0,0.342022
1,lazy,1000000,1000000,10000,10000,normal,6756,148,11,2482923,2482547,237,99,90,0.099318,0.000044,0.000052,0.000226,0.240937,0.0996399,0,0.340577
2,lazy,1000000,1000000,10000,10000,normal,6756,148,11,2482923,2482547,237,99,90,0.099146,0.000044,0.000055,0.000222,0.241391,0.0994665,0,0.340858
3,lazy,1000000,1000000,10000,10000,normal,6756,148,11,2482923,2482547,237,99,90,0.099838,0.000044,0.000052,0.000224,0.243747,0.100159,0,0.343905
4,lazy,1000000,1000000,10000,10000,normal,6756,148,11,2482923,2482547,237,99,90,0.099694,0.000044,0.000052,0.000223,0.242963,0.100012,0,0.342975
0,lazy,1000000,1000000,100000,10000,normal,62664,16,5,1151491,1151430,134,2,116,0.042630,0.000078,0.000007,0.001672,0.0792037,0.0443862,0,0.12359
1,lazy,1000000,1000000,100000,10000,normal,62664,16,5,1151491,1151430,134,2,116,0.042513,0.000078,0.000008,0.001637,0.0808687,0.0442354,0,0.125104
2,lazy,1000000,1000000,100000,10000,normal,62664,16,5,1151491,1151430,134,2,116,0.042551,0.000080,0.000007,0.001634,0.0791611,0.0442731,0,0.123434
3,lazy,1000000,1000000,100000,10000,normal,62664,16,5,1151491,1151430,134,2,116,0.042878,0.000076,0.000008,0.001664,0.0792787,0.0446257,0,0.123904
4,lazy,1000000,1000000,100000,10000,normal,62664,16,5,1151491,1151430,134,2,116,0.042493,0.000079,0.000007,0.001650,0.0785769,0.0442298,0,0.122807
0,lazy,1000000,1000000,250000,10000,normal,199999,5,3,1040244,1040197,62,1,53,0.036466,0.000135,0.000006,0.004503,0.0611341,0.0411099,0,0.102244
1,lazy,1000000,1000000,250000,10000,normal,199999,5,3,1040244,1040197,62,1,53,0.036277,0.000140,0.000006,0.004486,0.0607214,0.0409081,0,0.10163
2,lazy,1000000,1000000,250000,10000,normal,199999,5,3,1040244,1040197,62,1,53,0.036367,0.000141,0.000006,0.004423,0.0605612,0.0409377,0,0.101499
3,lazy,1000000,1000000,250000,10000,normal,199999,5,3,1040244,1040197,62,1,53,0.036140,0.000137,0.000006,0.004429,0.0606717,0.0407121,0,0.101384
4,lazy,1000000,1000000,250000,10000,normal,199999,5,3,1040244,1040197,62,1,53,0.036357,0.000143,0.000006,0.004479,0.0620397,0.0409855,0,0.103025
0,eager,1000000,1000000,1000,10000,normal,909,1099,53,11970448,11970050,1127,928,29,0.795133,0.000277,0.000337,0.000065,3.87364,0.795812,0,4.66946
1,eager,1000000,1000000,1000,10000,normal,909,1099,53,11970448,11970050,1127,928,29,0.790339,0.000283,0.000344,0.000067,3.86117,0.791034,0,4.65221
2,eager,1000000,1000000,1000,10000,normal,909,1099,53,11970448,11970050,1127,928,29,0.797181,0.000281,0.000352,0.000067,3.85035,0.797881,0,4.64823
3,eager,1000000,1000000,1000,10000,normal,909,1099,53,11970448,11970050,1127,928,29,0.795160,0.000282,0.000343,0.000067,3.87319,0.795852,0,4.66905
4,eager,1000000,1000000,1000,10000,normal,909,1099,53,11970448,11970050,1127,928,29,0.796244,0.000281,0.000345,0.000067,3.82165,0.796936,0,4.61859
0,eager,1000000,1000000,10000,10000,normal,6756,148,11,2482748,2482547,237,99,90,0.128134,0.000546,0.000057,0.000576,0.262558,0.129314,0,0.391871
1,eager,1000000,1000000,10000,10000,normal,6756,148,11,2482748,2482547,237,99,90,0.125572,0.000550,0.000068,0.000596,0.24534,0.126787,0,0.372127
2,eager,1000000,1000000,10000,10000,normal,6756,148,11,2482748,2482547,237,99,90,0.126610,0.000555,0.000057,0.000599,0.2555,0.127822,0,0.383322
3,eager,1000000,1000000,10000,10000,normal,6756,148,11,2482748,2482547,237,99,90,0.125763,0.000545,0.000057,0.000576,0.246626,0.126941,0,0.373567
4,eager,1000000,1000000,10000,10000,normal,6756,148,11,2482748,2482547,237,99,90,0.126352,0.000549,0.000104,0.000628,0.249904,0.127634,0,0.377538
0,eager,1000000,1000000,100000,10000,normal,62664,16,5,1151436,1151430,134,2,116,0.051701,0.003011,0.000009,0.004578,0.0807196,0.0592985,0,0.140018
1,eager,1000000,1000000,100000,10000,normal,62664,16,5,1151436,1151430,134,2,116,0.052273,0.002972,0.000009,0.004611,0.0816607,0.0598643,0,0.141525
2,eager,1000000,1000000,100000,10000,normal,62664,16,5,1151436,1151430,134,2,116,0.052230,0.002945,0.000009,0.004565,0.081645,0.0597487,0,0.141394
3,eager,1000000,1000000,100000,10000,normal,62664,16,5,1151436,1151430,134,2,116,0.052214,0.002984,0.000009,0.004636,0.0817949,0.0598424,0,0.141637
4,eager,1000000,1000000,100000,10000,normal,62664,16,5,1151436,1151430,134,2,116,0.052958,0.003068,0.000009,0.004759,0.0830075,0.0607944,0,0.143802
0,eager,1000000,1000000,250000,10000,normal,199999,5,3,1040199,1040197,62,1,53,0.048696,0.005718,0.000015,0.012147,0.0623704,0.0665759,0,0.128946
1,eager,1000000,1000000,250000,10000,normal,199999,5,3,1040199,1040197,62,1,53,0.048572,0.005779,0.000016,0.012086,0.0653696,0.0664537,0,0.131823
2,eager,1000000,1000000,250000,10000,normal,199999,5,3,1040199,1040197,62,1,53,0.048801,0.005775,0.000015,0.012034,0.0625071,0.0666249,0,0.129132
3,eager,1000000,1000000,250000,10000,normal,199999,5,3,1040199,1040197,62,1,53,0.048478,0.005667,0.000015,0.012058,0.0622172,0.0662184,0,0.128436
4,eager,1000000,1000000,250000,10000,normal,199999,5,3,1040199,1040197,62,1,53,0.048946,0.005839,0.000016,0.011972,0.0632297,0.0667718,0,0.130001
