iter,strategy,distribution,num queries,domain size,leaf size,range size,range size min, range size avg, range size max,avg node length,# leaf nodes,max tree depth,mapping queries nodes,mapping insert ops,mapping transfer ops,mapping share ops,mapping merge ops,mapping insert time,mapping transfer time,mapping share time,mapping merge time,tree building time,mapping total time,additional tree time,mapping + tree building time,exec time,post filtering time,total time
3,additional,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,0,0,0,0,0,0,0,0,0.180249,0,0.0893793,0.269628,0.34536,74.2809,74.9491
4,additional,normal,1000000,1000000,100000,100000,100000,100000,100000,62499,16,5,2610520,0,0,0,0,0,0,0,0,0.151517,0,0.0906901,0.242207,0.342431,70.7908,71.4207
0,lazy,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103767,26103723,39,12,24,1.039192,0.000133,0.000010,0.001843,1.61804,1.04118,0,2.65922,0.289983,713.984,716.933
1,lazy,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103767,26103723,39,12,24,1.018378,0.000144,0.000021,0.001732,1.52443,1.02028,0,2.5447,0.329025,846.753,849.626
2,lazy,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103767,26103723,39,12,24,0.990063,0.000125,0.000009,0.001722,1.53491,0.991919,0,2.52683,0.282805,713.217,716.027
3,lazy,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103767,26103723,39,12,24,0.968714,0.000140,0.000009,0.001748,1.56033,0.970611,0,2.53095,0.291385,754.597,757.419
4,lazy,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103767,26103723,39,12,24,0.959813,0.000132,0.000009,0.001704,1.53659,0.961658,0,2.49825,0.291966,718.764,721.554
0,eager,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103747,26103723,39,12,24,1.290264,0.003826,0.000017,0.005598,1.6067,1.2997,0,2.90641,0.287387,861.968,865.162
1,eager,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103747,26103723,39,12,24,1.281092,0.003775,0.000010,0.005518,1.54849,1.29039,0,2.83888,0.289895,868.325,871.453
2,eager,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103747,26103723,39,12,24,1.324777,0.003840,0.000021,0.005628,1.59216,1.33427,0,2.92642,0.286377,858.361,861.574
3,eager,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103747,26103723,39,12,24,1.296738,0.003814,0.000016,0.005816,1.5502,1.30638,0,2.85658,0.284974,752.349,755.491
4,eager,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103747,26103723,39,12,24,1.294971,0.003765,0.000008,0.005673,1.54634,1.30442,0,2.85076,0.282612,746.998,750.131
0,additional,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103747,0,0,0,0,0,0,0,0,1.51905,0,0.910943,2.42999,0.289607,746.237,749.409
1,additional,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103747,0,0,0,0,0,0,0,0,1.52101,0,0.920593,2.44161,0.312046,746.393,749.6
2,additional,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103747,0,0,0,0,0,0,0,0,1.52255,0,0.908749,2.4313,0.290407,748.622,751.796
3,additional,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103747,0,0,0,0,0,0,0,0,1.53178,0,0.925903,2.45768,0.292903,746.415,749.617
4,additional,normal,10000000,1000000,100000,100000,100000,100000,100000,62499,16,5,26103747,0,0,0,0,0,0,0,0,1.52339,0,0.903151,2.42654,0.293212,747.659,750.832
